Time,Day,Month,Year,B1,BG1,BG2,BN8,CGP2,CGW1,CGW2,H1,L1,L2,P1,P2,P3,S1,S2,S3,SE,W1,W2,W3
2019-07-28,28,7,2019,944,887,"1,115",849,"1,236","1,636","2,589","1,037","1,181",785,"1,350","1,297","1,316","2,651","2,722","2,305","2,434","2,905","1,370","1,770"
2019-08-13,13,8,2019,969,857,965,761,"1,195","1,680","1,780","1,030","1,079",738,"1,315","1,456","1,108","2,992","2,447","2,350","2,625","3,143","1,327","1,786"
2019-08-29,29,8,2019,995,979,"1,125",958,"1,176","1,892","2,277","1,055",910,704,"1,348","1,345","1,323","2,453","2,584","2,214","2,095","2,812","1,262","1,607"
2019-09-14,14,9,2019,850,878,"1,018",794,"1,297","1,781","1,669",946,853,798,"1,193","1,351","1,200","2,619","2,070","2,118","1,942","2,524","1,324","1,554"
2019-09-30,30,9,2019,888,958,"1,957",820,"1,244","2,774","1,333",973,889,842,"1,415","1,438","1,324","2,705","2,009","2,321","2,168","2,447","1,262","1,653"
2019-10-16,16,10,2019,"1,646","1,705","1,951",921,"1,467","2,087","2,203","1,149",970,862,"1,541","1,391","1,360","4,285","3,089","2,455","2,055","3,724","1,397","1,752"
2019-11-01,1,11,2019,"1,611",998,"1,913","1,098","2,244","1,541","1,739","1,162","1,142",870,"1,509","1,680","1,392","3,869","3,321","2,361","2,606","2,552","1,205","1,823"
2019-11-17,17,11,2019,"4,005","3,603",774,"2,860","1,612","1,801","2,125","1,887",621,"1,001","2,243","2,493","2,198","4,685","5,703","2,431","3,114","3,524","1,869","3,155"
2019-12-03,3,12,2019,"3,544","3,649","4,018","6,365","2,747","3,751","3,464","2,981","1,347","1,540","3,655","2,707","3,338","6,364","6,397","2,781","1,987","4,874","3,595","5,470"
2019-12-19,19,12,2019,"3,214","3,790","3,908","4,930","2,110","5,681","2,464","1,266","1,288","1,198","3,515","2,105","3,505","6,443","4,496","2,377","3,555","4,452","4,071","5,923"
2020-01-01,1,1,2020,"3,457","3,611","4,114","6,127","2,886","5,681","3,591","2,205","1,146","1,126","3,647","3,283","1,373","5,420","5,314","3,771","3,284","4,646","3,144","5,002"
2020-01-17,17,1,2020,"2,946","2,274","3,104","6,713","3,014","4,033","3,487","2,138","1,046","1,239","3,574","3,661","2,803","6,289","5,232","3,809","3,199","4,802","3,081","4,601"
2020-02-02,2,2,2020,"3,299","2,642","3,662","7,035","3,126","3,607","4,160","2,127","1,258","1,222","3,289","3,526","2,855","4,419","5,608","3,859","3,650","4,651","2,773","4,565"
2020-02-18,18,2,2020,"2,881","2,410","3,376","6,623","2,102","2,575","3,189","2,193","1,177","1,133","3,099","3,114","2,361","4,498","3,888","3,331","3,632","4,353","2,245","3,413"
2020-03-05,5,3,2020,"2,550","2,194","2,390","5,490","2,872","2,662","2,798","2,254","1,122",728,"2,742","2,646","2,086","4,371","4,130","3,144","3,291","4,207","1,867","2,608"
2020-03-21,21,3,2020,"1,897","1,660","1,655","4,673","2,600","2,947","2,830","1,864",895,516,"2,333","2,536","2,099","3,823","4,603","5,255","3,627","4,696","2,960","3,478"
2020-04-06,6,4,2020,"2,510","2,139","3,099","3,266","3,768","2,544","3,567","2,353",734,642,"3,055","3,548","2,409","4,995","4,646","4,514","3,535","4,650","2,697","3,333"
2020-04-22,22,4,2020,"3,005","2,318","1,856","5,291","3,136","3,639","3,204","2,975",835,396,"2,645","2,932","2,592","4,724","5,525","5,278","3,422","5,793","3,087","3,410"
2020-05-08,8,5,2020,"2,452","2,316","2,503","3,655","2,784","4,612","3,497","2,408",257,94,"2,182","3,036","2,052","5,138","5,388","4,514","3,699","4,357","2,798","3,417"
2020-05-24,24,5,2020,"2,098","1,518","1,567","2,806","1,813","2,891","2,115","1,816",202,-66,"1,395","2,792","1,921","4,867","4,259","3,364","3,009","4,010","2,140","2,454"
2020-06-09,9,6,2020,"1,706","1,366","1,642","2,342","1,651","2,076","2,173","1,470",-146,303,"1,669","2,120","1,493","3,551","3,203","3,928","3,553","3,713","1,765","2,211"
2020-06-25,25,6,2020,"1,471","1,254","1,261","1,979","1,572","2,830","2,108","1,212",-650,-713,"1,657","2,371","1,475","3,524","3,468","3,777","3,593","3,603","1,743","2,196"
2020-07-11,11,7,2020,"1,299","1,187","1,305","1,768","1,643","2,468","2,036","1,357",393,"1,077","1,446","1,817","1,486","4,006","2,821","3,309","3,404","3,286","1,847","2,011"
2020-07-27,27,7,2020,"1,323","1,136","1,271","1,745","1,514","2,677","2,545","1,175","1,122","1,258","1,396","1,814","1,364","3,592","3,224","3,689","2,827","3,216","1,594","2,009"
2020-08-12,12,8,2020,"1,304","1,219","1,293","1,808","1,476","2,210","1,984","1,277","1,750","2,724","1,443","1,770","1,527","3,252","2,530","2,771","3,572","3,108","1,691","1,756"
2020-08-28,28,8,2020,"1,175","1,109","1,312","1,528","1,465","1,880","2,010","1,194","1,222",919,"1,504","1,658","1,341","3,162","2,444","2,764","2,435","3,162","1,591","1,964"
2020-09-13,13,9,2020,"1,198","1,203","1,296","1,793","1,536","2,047","1,702","1,186",955,"1,070","1,460","1,765","1,334","3,042","2,086","2,260","3,348","3,633","1,497","1,774"
2020-09-29,29,9,2020,"1,067","1,157","1,184","1,653","1,529","2,143","2,036","1,143",852,896,"1,328","1,765","1,284","2,816","2,541","2,413","3,222","3,298","1,543","1,844"
2020-10-15,15,10,2020,"1,084","1,343","1,206","2,123","1,377","1,684","1,936","1,144",823,764,"1,290","1,908","1,286","2,128","2,715","2,386","2,597","3,333","1,570","1,830"
2020-10-31,31,10,2020,"1,016","1,073","1,312","1,588","1,556","1,774","2,146",966,"1,057",823,"1,282","1,220","1,344",799,"2,443","3,598","2,835","3,166","1,520","1,520"
2020-11-16,16,11,2020,"1,091","1,068","1,320","1,361","1,431","2,507","2,051","1,252","1,056",795,"1,709","2,267","1,403","4,971","3,794","2,512","3,057","3,934","1,386","1,832"
2020-12-02,2,12,2020,"1,329","1,217","1,729","1,294","1,353","2,546","2,172","1,180","1,042",845,"1,741","2,019","1,815","3,096","3,485","3,992","3,175","4,928","1,956","2,733"
2020-12-18,18,12,2020,"1,266","1,276","1,801","1,339","1,520","2,007","2,156","1,090",887,574,"1,463","1,979","1,593","5,400","2,787","3,414","2,564","4,308","1,816","2,244"
2021-01-01,1,1,2021,"1,045",957,"1,222","1,256","1,931","1,760","2,055","1,103",932,823,"1,731","1,857","1,482","4,716","4,189","3,056","2,810","4,032","1,524","2,010"
2021-01-17,17,1,2021,"1,279","1,457","1,806","1,164","1,745","1,472","2,496","1,099",974,726,"1,575","1,873","1,353","3,837","3,034","3,341","2,841","3,624","1,315","1,769"
2021-02-02,2,2,2021,"2,315","2,235","1,389","1,090","1,358","1,948","1,519",988,857,"1,270","2,793","1,706","1,310","5,647","4,209","2,766","2,407","3,403","1,317","1,766"
2021-02-18,18,2,2021,"1,911","2,394","2,681","1,492","2,793","2,715","2,636","2,197","1,144","1,111","3,792","2,350","2,428","4,414","4,379","3,023","2,937","5,312","1,913","3,813"
2021-03-06,6,3,2021,"1,565","1,659","1,827","1,604","1,988","3,922","2,566","1,586","1,250",959,"2,973","2,176","2,363","4,222","3,812","3,152","3,846","4,911","2,449","3,253"
2021-03-22,22,3,2021,"1,434","1,323","1,515","1,389","1,858","1,931","2,560","1,386","1,236",784,"2,094","1,998","1,869","5,473","3,276","3,389","3,833","4,091","2,024","2,954"
2021-04-07,7,4,2021,"2,167","1,901","2,237",856,"3,159","3,235","5,360","1,943","2,916","1,093","2,958","2,126","2,328","5,584","3,871","4,150","3,493","4,233","3,118","4,605"
2021-04-23,23,4,2021,"1,501","1,364","1,202","1,369","3,165","2,885","2,512","1,906","1,967","1,017","1,583","2,175","2,520","4,884","3,859","3,585","2,218","4,910","3,881","3,861"
2021-05-09,9,5,2021,"1,777","1,676","3,552","2,453","3,739","3,178","4,018","2,397","2,858","1,284","3,008","2,347","2,780","3,961","5,351","2,266","3,718","4,482","3,344","4,237"
2021-05-25,25,5,2021,"2,409","1,885","2,124","1,517","2,396","3,968","3,733","2,417","2,632","1,099","2,430","2,225","2,188","5,342","3,151","3,132","3,169","4,693","3,142","3,272"
2021-06-10,10,6,2021,"1,395","1,234","1,500","1,199","1,778","2,930","2,512","1,411","1,977",976,"1,882","1,660","1,739","3,774","3,379","4,270","3,332","3,503","1,983","2,186"
2021-06-26,26,6,2021,"1,457","1,391","1,539","1,268","1,845","1,884","2,610","1,471","1,686","1,093","1,775","1,377","1,085","3,309","3,959","3,118","2,759","3,451","1,844","2,384"
2021-07-12,12,7,2021,"1,045","1,080","1,098","1,048","1,378","1,606","2,036","1,146","1,517",927,"1,465","1,530","1,294","2,651","2,417","2,542","2,830","3,273","1,644","1,741"
2021-07-28,28,7,2021,872,"1,040","1,096","1,107","1,311","1,918","1,986","1,104","1,328","1,042","1,279","1,542","1,333","3,165","2,460","2,814","2,273","2,764","1,579","1,734"
2021-08-13,13,8,2021,"1,058",970,"1,148","1,154","1,419","2,353","2,411","1,088","1,294","1,122","1,423","1,453","1,318","2,932","2,505","2,427","2,568","2,690","1,547","1,801"
2021-08-29,29,8,2021,900,"1,111","1,203","1,012","1,230","2,053","2,539","1,189","1,128","1,194","1,527","1,526","1,332","1,953","2,918","2,515","2,455","2,702","1,437","1,614"
2021-09-14,14,9,2021,"1,086",956,"1,103","1,112","1,299","1,647","2,007","1,078","1,236","1,016","1,250","1,625","1,308","2,610","2,266","2,941","2,406","3,112","1,586","1,842"
2021-09-30,30,9,2021,970,935,"1,086","1,007","1,262","1,672","1,806","1,113","1,190",935,"1,201","1,503","1,274","2,708","1,938","2,743","2,454","2,974","1,494","1,672"
2021-10-16,16,10,2021,937,947,"1,096","1,053","1,255","1,973","1,726","1,093","1,116",966,"1,266","1,465","1,242","2,477","2,594","2,838","2,361","3,299","1,342","1,589"
2021-11-01,1,11,2021,"1,055","1,011","1,167","1,158","1,398","1,713","1,996","1,114","1,168","1,014","1,278","1,660","1,313","2,250","2,434","3,141","2,330","3,274","1,350","1,530"
2021-11-17,17,11,2021,992,987,"1,083","1,128","1,424","1,722","1,829","1,045","1,029","1,021","1,231","1,396","1,241","2,759","1,980","2,467","2,076","2,761","1,419","1,749"
2021-12-03,3,12,2021,"1,360","1,061",990,914,"1,340","1,628","1,735","1,371","1,218",649,"1,250","1,592","1,019","2,559","2,485","2,059","1,519","1,929","1,650","1,864"
2021-12-19,19,12,2021,"2,299","2,465","2,761","3,400","1,818","2,281","2,675","2,131","1,051",867,"1,742","1,619","1,512","5,767","4,160","2,787","1,724","4,389","1,508","2,188"
2022-01-01,1,1,2022,"2,276","2,465","2,478","2,289","1,419","4,622","2,061","1,891","1,007",790,"2,146","1,612","1,546","3,155","2,680","3,344","2,679","4,110","1,398","1,925"
2022-01-17,17,1,2022,"1,208","1,247","1,724","1,672","1,680","2,230","2,487","1,771","1,067",849,"1,878","1,827","1,903","5,620","4,075","3,569","3,288","4,597","1,784","2,641"
2022-02-02,2,2,2022,960,981,"1,191","1,473","1,267","1,862","2,054","1,127","1,034",688,"1,331","1,549","1,551","3,998","3,700","3,605","3,198","3,618","1,568","2,165"
2022-02-18,18,2,2022,"1,154","1,112","1,076",962,"1,536","2,043","2,024","1,259","1,131",829,"1,542","1,714","1,758","3,346","3,005","3,872","3,003","3,412","1,482","2,065"
2022-03-06,6,3,2022,"1,111","1,004","1,071","1,023","1,376","2,059","2,032","1,160",915,824,"1,596","1,745","1,733","3,296","3,177","3,899","3,094","3,829","1,225","1,982"
2022-03-22,22,3,2022,842,"1,091","1,132","1,144","1,366","1,921","1,876","1,101",989,869,"1,351","1,611","1,568","2,491","2,329","2,467","2,868","2,951","1,260","1,836"
2022-04-07,7,4,2022,"1,010",911,"1,066","1,112","1,323","1,695","1,866","1,037","1,214",880,"1,374","1,438","1,322","2,552","3,073","3,176","2,550","2,557","1,319","1,836"
2022-04-23,23,4,2022,895,906,883,893,"1,556","2,197","2,086","1,335","1,126",956,"1,296","1,727","1,323","3,517","3,296","2,377","3,048","4,118","1,496","1,991"
2022-05-09,9,5,2022,894,916,"1,226","1,078","1,476","1,836","2,046","1,308",934,860,"1,293","1,480","1,575","2,631","3,192","3,792","2,740","2,829","1,571","2,064"
2022-05-25,25,5,2022,932,912,"1,017","1,038","1,344","1,865","1,891","1,095",982,841,"1,282","1,554","1,399","3,669","2,735","2,541","2,285","4,017","1,335","1,844"
2022-06-10,10,6,2022,909,987,903,837,"1,425","1,778","1,739",759,924,973,"1,247","1,440","1,396","2,430","2,587","2,851","2,103","3,586","1,335","1,781"
2022-06-26,26,6,2022,915,856,956,875,"1,318","1,731","1,636","1,024","1,013",833,"1,139","1,357","1,272","2,598","2,008","2,645","2,016","3,178","1,348","1,558"
2022-07-12,12,7,2022,824,968,996,936,"1,186","1,620","1,693","1,017",947,899,"1,117","1,525","1,225","2,322","1,982","2,477","2,434","3,575","1,311","1,578"
2022-07-28,28,7,2022,683,855,886,850,"1,141","1,771","1,892",956,920,754,"1,183","1,351","1,189","1,728","1,873","2,072","2,053","3,090","1,214","1,480"
2022-08-13,13,8,2022,859,793,883,805,"1,157","1,694","1,523",942,835,864,"1,097","1,366","1,234","2,495","2,009","2,311","1,937","2,767","1,248","1,443"
2022-08-29,29,8,2022,890,916,986,803,"1,254","1,469","1,758","1,045",927,846,"1,167","1,375","1,341","2,146","1,944","1,927","2,053","2,483","1,269","1,590"
2022-09-14,14,9,2022,869,789,899,803,"1,217","1,648","1,435",921,838,857,"1,214","1,298","1,102","1,971","1,571","1,830","1,978","2,118","1,301","1,501"
2022-09-30,30,9,2022,887,883,778,738,921,"1,524","1,411",904,782,914,"1,101","1,334","1,158","1,978","1,667","2,176","1,804","1,807","1,166","1,365"
2022-10-16,16,10,2022,882,841,"1,022",998,"1,202","1,807","2,107","1,128",959,"1,080","1,121","1,235","1,173","1,998","2,108","1,831","1,914","2,650","1,298","1,645"
2022-11-01,1,11,2022,567,870,676,990,"1,263","1,477","2,040",844,926,846,802,"1,471","1,115","2,377","2,001","2,444","2,245","3,107","1,356","1,553"
2022-11-17,17,11,2022,939,950,"1,279",817,"1,456","1,709","1,804",745,"1,076",690,"1,174",732,"1,398","2,018","2,710","2,637","2,552","2,854","1,415","1,577"
2022-12-03,3,12,2022,962,718,"1,036",998,"1,374","2,551","1,828","1,237","1,068","1,072","1,264","1,705","1,281","2,500","2,166","1,934","2,802","3,690","1,293","1,854"
2022-12-19,19,12,2022,972,971,"1,003","1,017","1,458","1,995","1,762",676,"1,013",980,"1,203","1,603","1,408","3,024","2,407","2,703","2,689","2,611","1,299","1,547"
2023-01-01,1,1,2023,868,"1,101","1,003","1,017","1,361","1,447","1,798",817,570,974,"1,481","1,303","1,186","3,480","3,070","3,697","2,893","2,091","1,188","1,608"
2023-01-17,17,1,2023,866,761,913,848,"1,157","1,354","1,782",988,961,"1,022","1,044","1,266","1,165","2,264","1,926","2,259","2,687","3,220","1,186","1,580"
2023-02-02,2,2,2023,864,807,887,747,"1,118","1,415","1,552",914,919,945,"1,041","1,370","1,114","2,334","1,866","2,205","2,358","3,168","1,166","1,470"
2023-02-18,18,2,2023,899,798,888,762,"1,153","1,612","1,591",907,865,972,"1,057","1,461","1,135","1,650","1,709","2,254","2,345","2,942","1,121","1,544"
2023-03-06,6,3,2023,875,826,885,796,"1,197","2,045","1,751",911,877,929,"1,046","1,320","1,073","2,135","2,020","1,842","2,152","2,619","1,139","1,402"
2023-03-22,22,3,2023,"1,361",665,964,711,"1,479","1,675","1,933","1,496","1,264",810,"1,847","1,889","1,073","3,021","2,137","1,695","1,889","2,855","1,317","1,532"
2023-04-07,7,4,2023,"1,299","1,423","1,539","1,413","2,009","1,878","1,688","1,311",959,974,"2,201","1,637","1,356","4,564","3,613","2,956","2,792","3,759","1,373","1,544"
2023-04-23,23,4,2023,"1,618","2,302","2,003","2,639","3,080","2,631","3,533","2,514","1,537",996,"3,988","1,821","1,905","3,417","3,197","2,472","2,030","4,614","1,488","2,752"
2023-05-09,9,5,2023,"1,384","1,505","1,193","1,203","2,507","2,535","2,161","1,744","1,657","1,048","3,329","1,729","1,975","3,554","5,350","3,014","4,435","4,671","1,426","2,483"
2023-05-25,25,5,2023,"1,043","1,118","1,182","1,072","1,976","1,839","3,411","1,260","1,446","1,090","2,848","1,807","1,715","4,251","5,031","4,785","5,124","4,924","1,557","2,158"
2023-06-10,10,6,2023,"1,119","1,120","1,044",999,"2,205","2,706","2,366","1,192","1,193","1,137","2,086","1,637","1,298","5,129","4,021","3,775","4,047","4,079","1,584","2,021"
2023-06-26,26,6,2023,"1,041",834,974,823,"1,739","2,693","1,943","1,110","1,053","1,184","1,771","1,528","1,364","3,142","3,614","2,972","3,041","3,491","1,315","1,793"
2023-07-12,12,7,2023,870,"1,065",938,945,"1,631","1,741","2,229","1,189","1,153","1,047","1,582","1,449","1,383","1,972","2,844","2,775","3,785","3,557","1,368","1,848"
2023-07-28,28,7,2023,"1,066","1,120",993,994,"1,246","1,443","1,984",647,909,"1,086","1,670","1,552","1,355","2,459","3,126","3,725","3,610","2,121","1,529","2,077"
2023-08-13,13,8,2023,868,914,"1,151",717,"1,304","1,713","1,564",994,851,"1,007","1,315","1,371","1,133","1,936","2,672","2,438","3,292","2,614","1,268","1,556"
2023-08-29,29,8,2023,929,877,896,768,"1,236","1,507","1,697","1,045",860,983,"1,309","1,316","1,133","2,006","2,168","2,304","2,942","2,680","1,252","1,551"
2023-09-14,14,9,2023,"1,028",890,869,713,"1,182","1,477","1,584",963,809,"1,002","1,371","1,296","1,125","2,950","2,359","2,873","3,551","2,739","1,167","1,434"
2023-09-30,30,9,2023,873,803,892,614,"1,399","1,637","1,687","1,008",884,982,"1,304","1,284","1,062","2,057","2,104","2,851","2,602","3,056","1,248","1,608"
2023-10-16,16,10,2023,833,876,"1,019",715,"1,730","1,219","1,673",870,876,"1,023","1,281","1,506","1,141","2,222","2,006","3,271","2,632","2,660","1,120","1,637"
2023-11-01,1,11,2023,884,133,"1,156","1,408","1,594","1,196","1,809",921,947,882,"2,886","1,198","1,249","2,986","1,890","3,857","2,333","2,101","1,359","1,721"
2023-11-17,17,11,2023,"2,786","2,771","2,290","5,322","2,789","3,752","3,322","2,350","1,289","1,054","3,246","2,183","2,504","3,888","5,488","4,322","3,245","4,392","2,399","3,741"
2023-12-03,3,12,2023,"2,753","6,642","2,015","3,129","2,554","5,212","2,484","2,219","1,190","1,553","3,181","2,513","3,654","5,272","2,729","6,317","2,894","2,598","2,380","4,453"
2023-12-19,19,12,2023,"2,272","3,320","2,755","2,535","2,105","4,213","2,473","1,470",885,"1,241","2,819","2,123","2,285","3,666","5,189","3,350","3,578","5,552","1,793","2,631"
2024-01-01,1,1,2024,"2,035","2,645","2,138","3,161","2,877","5,427","3,422","2,903","1,102",909,"3,644","3,122","2,875","5,445","6,155","3,477","3,842","4,431","3,469","5,521"
2024-01-17,17,1,2024,"2,274","2,539","2,893","5,200","3,367","4,442","4,685","3,209",896,994,"3,944","2,911","3,911","6,226","6,021","5,084","5,138","5,100","5,710","5,410"
2024-02-02,2,2,2024,"1,211","1,318","1,393","1,677","3,393","3,445","2,599","1,612",929,"1,102","3,635","2,564","2,675","3,808","4,381","5,238","4,237","4,322","3,094","3,400"
2024-02-18,18,2,2024,"1,424","1,291","2,191","1,845","2,337","3,056","2,452","1,697",822,653,"2,589","3,191","2,657","4,674","4,442","4,977","4,287","4,524","3,123","3,114"
2024-03-05,5,3,2024,"1,260","1,177","1,433","1,448","2,086","3,347","1,956","1,638","1,685","1,102","2,062","2,790","2,231","5,226","4,433","3,930","3,981","5,123","2,509","3,222"
2024-03-21,21,3,2024,"1,199","1,178","1,795","1,405","1,619","2,542","2,221","1,677","1,021",870,"2,267","2,620","2,171","4,120","4,502","4,035","2,991","4,245","2,854","2,521"
2024-04-06,6,4,2024,"1,250","1,204","2,288","1,011","2,532","2,299","2,655","2,374","1,279",890,"2,606","3,008","2,485","4,705","4,635","5,759","3,276","4,399","2,507","2,605"
2024-04-22,22,4,2024,"2,137","2,575","1,843","2,010","2,964","3,971","2,827","1,617","1,872",664,"3,356","3,087","3,099","4,751","4,875","5,482","2,231","5,003","3,178","2,966"
2024-05-08,8,5,2024,"3,553","4,058","2,795","2,964","2,296","2,688","4,124","3,106","2,132",601,"3,699","3,542","2,555","4,387","5,727","4,962","3,452","4,450","2,268","2,227"
2024-05-24,24,5,2024,"2,379","2,133","1,880","2,962","2,081","3,479","3,173","2,174","2,645","1,449","3,218","3,294","2,566","3,999","4,907","5,145","4,021","4,660","2,325","2,426"
2024-06-09,9,6,2024,"1,872","1,617","1,373","1,864","1,622","2,446","2,580","1,535","2,149","1,513","2,374","2,954","1,939","3,101","3,473","5,025","3,641","3,812","1,964","1,907"
